2023-10-26 16:25:52.635 | INFO     | __main__:launch:22 - 已启动 Book Consultant 服务
2023-10-26 16:47:21.810 | INFO     | book_consultant:ask:37 - reply: {'query': '东周列国志', 'result': ' 缺少此类书籍，我会记录下来并通知后端补货，商品到货时可以通知您吗？', 'source_documents': [Document(page_content='书名：《朝花夕拾》\n作者：鲁迅\n分类：散文\n价格：18.99\n发布年份：1928\n出版社：人民文学出版社\n简介：这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。', metadata={'source': '中国文学_edited.json', 'seq_num': 6, 'book_name': '朝花夕拾', 'author': '鲁迅', 'classify': '散文', 'price': 18.99, 'publish_date': '1928', 'press': '人民文学出版社', 'summary': '这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。'}), Document(page_content='书名：《西方哲学史》\n作者：Bertrand Russell\n分类：哲学史\n价格：49.99\n发布年份：2018-04\n出版社：Routledge\n简介：这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。', metadata={'source': '哲学_edited.json', 'seq_num': 1, 'book_name': '西方哲学史', 'author': 'Bertrand Russell', 'classify': '哲学史', 'price': 49.99, 'publish_date': '2018-04', 'press': 'Routledge', 'summary': '这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。'}), Document(page_content='书名：《庐山谣》\n作者：叶嘉莹\n分类：散文\n价格：16.99\n发布年份：1981\n出版社：江苏文艺出版社\n简介：这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。', metadata={'source': '中国文学_edited.json', 'seq_num': 4, 'book_name': '庐山谣', 'author': '叶嘉莹', 'classify': '散文', 'price': 16.99, 'publish_date': '1981', 'press': '江苏文艺出版社', 'summary': '这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。'})]}
2023-10-26 16:47:21.811 | INFO     | __main__:ask:8 - reply:  缺少此类书籍，我会记录下来并通知后端补货，商品到货时可以通知您吗？
2023-10-26 16:47:38.998 | INFO     | book_consultant:ask:35 - question: 你们有os方面的书吗
2023-10-26 16:47:41.983 | INFO     | book_consultant:ask:37 - reply: {'query': '你们有os方面的书吗', 'result': ' 抱歉，我们缺少这类书籍，我会记录下来，并通知后台补货。货到了我可以通知您吗？', 'source_documents': []}
2023-10-26 16:47:41.984 | INFO     | __main__:ask:8 - reply:  抱歉，我们缺少这类书籍，我会记录下来，并通知后台补货。货到了我可以通知您吗？
2023-10-26 16:57:41.598 | INFO     | __main__:launch:28 - 已启动 Book Consultant 服务
2023-10-26 16:58:22.849 | INFO     | book_consultant:ask:35 - question: 有python方面的书吗
2023-10-26 16:58:28.027 | INFO     | book_consultant:ask:37 - reply: {'query': '有python方面的书吗', 'result': ' 是的，我们有《Python 编程入门》这本书，它是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。', 'source_documents': [Document(page_content='书名：《Python 编程入门》\n作者：Eric Matthes\n分类：编程语言\n价格：59.99\n发布年份：2020-03\n出版社：No Starch Press\n简介：这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。', metadata={'source': '计算机科学_edited.json', 'seq_num': 1, 'book_name': 'Python 编程入门', 'author': 'Eric Matthes', 'classify': '编程语言', 'price': 59.99, 'publish_date': '2020-03', 'press': 'No Starch Press', 'summary': '这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。'}), Document(page_content='书名：《深度学习》\n作者：Ian Goodfellow, Yoshua Bengio, Aaron Courville\n分类：人工智能\n价格：89.99\n发布年份：2016-11\n出版社：MIT Press\n简介：这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。', metadata={'source': '计算机科学_edited.json', 'seq_num': 2, 'book_name': '深度学习', 'author': 'Ian Goodfellow, Yoshua Bengio, Aaron Courville', 'classify': '人工智能', 'price': 89.99, 'publish_date': '2016-11', 'press': 'MIT Press', 'summary': '这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。'}), Document(page_content="书名：《Web开发权威指南》\n作者：Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates\n分类：Web开发\n价格：69.99\n发布年份：2006-11\n出版社：O'Reilly Media\n简介：这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。", metadata={'source': '计算机科学_edited.json', 'seq_num': 7, 'book_name': 'Web开发权威指南', 'author': 'Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates', 'classify': 'Web开发', 'price': 69.99, 'publish_date': '2006-11', 'press': "O'Reilly Media", 'summary': '这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。'})]}
2023-10-26 16:58:28.028 | INFO     | __main__:ask:8 - reply:  是的，我们有《Python 编程入门》这本书，它是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。
2023-10-26 16:58:56.709 | INFO     | book_consultant:ask:35 - question: 我想学golang，有这方面的书吗
2023-10-26 16:58:58.329 | INFO     | book_consultant:ask:37 - reply: {'query': '我想学golang，有这方面的书吗', 'result': ' \nWe are missing this type of book, I will record it and inform the backend to replenish it. Can I \nnotify you when the goods arrive?', 'source_documents': [Document(page_content='书名：《深度学习》\n作者：Ian Goodfellow, Yoshua Bengio, Aaron Courville\n分类：人工智能\n价格：89.99\n发布年份：2016-11\n出版社：MIT Press\n简介：这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。', metadata={'source': '计算机科学_edited.json', 'seq_num': 2, 'book_name': '深度学习', 'author': 'Ian Goodfellow, Yoshua Bengio, Aaron Courville', 'classify': '人工智能', 'price': 89.99, 'publish_date': '2016-11', 'press': 'MIT Press', 'summary': '这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。'}), Document(page_content='书名：《算法导论》\n作者：Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein\n分类：算法\n价格：69.99\n发布年份：2009-07\n出版社：The MIT Press\n简介：这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。', metadata={'source': '计算机科学_edited.json', 'seq_num': 4, 'book_name': '算法导论', 'author': 'Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein', 'classify': '算法', 'price': 69.99, 'publish_date': '2009-07', 'press': 'The MIT Press', 'summary': '这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。'}), Document(page_content="书名：《数据科学导论》\n作者：Joel Grus\n分类：数据科学\n价格：49.99\n发布年份：2016-04\n出版社：O'Reilly Media\n简介：本书提供了数据科学入门的指导，包括数据分析、机器学习和数据可视化的基础知识。", metadata={'source': '计算机科学_edited.json', 'seq_num': 5, 'book_name': '数据科学导论', 'author': 'Joel Grus', 'classify': '数据科学', 'price': 49.99, 'publish_date': '2016-04', 'press': "O'Reilly Media", 'summary': '本书提供了数据科学入门的指导，包括数据分析、机器学习和数据可视化的基础知识。'})]}
2023-10-26 16:58:58.330 | INFO     | __main__:ask:8 - reply:  
We are missing this type of book, I will record it and inform the backend to replenish it. Can I 
notify you when the goods arrive?
2023-10-26 16:59:47.908 | INFO     | __main__:launch:28 - 已启动 Book Consultant 服务
2023-10-26 17:00:05.823 | INFO     | book_consultant:ask:35 - question: 我想学golang，有这方面的书吗
2023-10-26 17:00:09.917 | INFO     | book_consultant:ask:37 - reply: {'query': '我想学golang，有这方面的书吗', 'result': ' 我们缺少这类书籍，我会记录下来，并通知后台补货。货到了可以通知您吗？', 'source_documents': [Document(page_content='书名：《深度学习》\n作者：Ian Goodfellow, Yoshua Bengio, Aaron Courville\n分类：人工智能\n价格：89.99\n发布年份：2016-11\n出版社：MIT Press\n简介：这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。', metadata={'source': '计算机科学_edited.json', 'seq_num': 2, 'book_name': '深度学习', 'author': 'Ian Goodfellow, Yoshua Bengio, Aaron Courville', 'classify': '人工智能', 'price': 89.99, 'publish_date': '2016-11', 'press': 'MIT Press', 'summary': '这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。'}), Document(page_content='书名：《算法导论》\n作者：Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein\n分类：算法\n价格：69.99\n发布年份：2009-07\n出版社：The MIT Press\n简介：这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。', metadata={'source': '计算机科学_edited.json', 'seq_num': 4, 'book_name': '算法导论', 'author': 'Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein', 'classify': '算法', 'price': 69.99, 'publish_date': '2009-07', 'press': 'The MIT Press', 'summary': '这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。'}), Document(page_content="书名：《数据科学导论》\n作者：Joel Grus\n分类：数据科学\n价格：49.99\n发布年份：2016-04\n出版社：O'Reilly Media\n简介：本书提供了数据科学入门的指导，包括数据分析、机器学习和数据可视化的基础知识。", metadata={'source': '计算机科学_edited.json', 'seq_num': 5, 'book_name': '数据科学导论', 'author': 'Joel Grus', 'classify': '数据科学', 'price': 49.99, 'publish_date': '2016-04', 'press': "O'Reilly Media", 'summary': '本书提供了数据科学入门的指导，包括数据分析、机器学习和数据可视化的基础知识。'})]}
2023-10-26 17:00:09.917 | INFO     | __main__:ask:8 - reply:  我们缺少这类书籍，我会记录下来，并通知后台补货。货到了可以通知您吗？
2023-10-26 17:00:15.039 | INFO     | book_consultant:ask:35 - question: 我想成为计算机专家，有这方面的书吗
2023-10-26 17:00:53.952 | INFO     | book_consultant:ask:37 - reply: {'query': '我想成为计算机专家，有这方面的书吗', 'result': ' 我们有以下推荐的书籍，可以帮助您成为计算机专家：\n1. 《计算机体系结构: 量子计算和并行计算》\n2. 《算法导论》\n3. 《计算机网络: 自顶向下方法》', 'source_documents': [Document(page_content='书名：《计算机体系结构: 量子计算和并行计算》\n作者：Kai Hwang, Faye A. Briggs\n分类：计算机体系结构\n价格：89.99\n发布年份：2008-10\n出版社：McGraw-Hill Education\n简介：这本书涵盖了计算机体系结构的现代话题，包括量子计算和并行计算。', metadata={'source': '计算机科学_edited.json', 'seq_num': 8, 'book_name': '计算机体系结构: 量子计算和并行计算', 'author': 'Kai Hwang, Faye A. Briggs', 'classify': '计算机体系结构', 'price': 89.99, 'publish_date': '2008-10', 'press': 'McGraw-Hill Education', 'summary': '这本书涵盖了计算机体系结构的现代话题，包括量子计算和并行计算。'}), Document(page_content='书名：《算法导论》\n作者：Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein\n分类：算法\n价格：69.99\n发布年份：2009-07\n出版社：The MIT Press\n简介：这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。', metadata={'source': '计算机科学_edited.json', 'seq_num': 4, 'book_name': '算法导论', 'author': 'Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein', 'classify': '算法', 'price': 69.99, 'publish_date': '2009-07', 'press': 'The MIT Press', 'summary': '这本书介绍了算法设计和分析的基础知识，是计算机科学领域的经典教材。'}), Document(page_content='书名：《计算机网络: 自顶向下方法》\n作者：James F. Kurose, Keith W. Ross\n分类：网络\n价格：79.99\n发布年份：2016-06\n出版社：Pearson\n简介：该书详细介绍了计算机网络的原理和协议，是学习网络通信的重要参考书籍。', metadata={'source': '计算机科学_edited.json', 'seq_num': 3, 'book_name': '计算机网络: 自顶向下方法', 'author': 'James F. Kurose, Keith W. Ross', 'classify': '网络', 'price': 79.99, 'publish_date': '2016-06', 'press': 'Pearson', 'summary': '该书详细介绍了计算机网络的原理和协议，是学习网络通信的重要参考书籍。'})]}
2023-10-26 17:00:53.953 | INFO     | __main__:ask:8 - reply:  我们有以下推荐的书籍，可以帮助您成为计算机专家：
1. 《计算机体系结构: 量子计算和并行计算》
2. 《算法导论》
3. 《计算机网络: 自顶向下方法》
2023-10-26 17:02:14.441 | INFO     | book_consultant:ask:35 - question: 有python方面的书吗
2023-10-26 17:02:20.378 | INFO     | book_consultant:ask:37 - reply: {'query': '有python方面的书吗', 'result': ' 是的，我们有《Python 编程入门》这本书，它是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。您还可以参考以下书籍：\n1. 《深度学习》\n2. 《Web开发权威指南》', 'source_documents': [Document(page_content='书名：《Python 编程入门》\n作者：Eric Matthes\n分类：编程语言\n价格：59.99\n发布年份：2020-03\n出版社：No Starch Press\n简介：这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。', metadata={'source': '计算机科学_edited.json', 'seq_num': 1, 'book_name': 'Python 编程入门', 'author': 'Eric Matthes', 'classify': '编程语言', 'price': 59.99, 'publish_date': '2020-03', 'press': 'No Starch Press', 'summary': '这本书是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。'}), Document(page_content='书名：《深度学习》\n作者：Ian Goodfellow, Yoshua Bengio, Aaron Courville\n分类：人工智能\n价格：89.99\n发布年份：2016-11\n出版社：MIT Press\n简介：这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。', metadata={'source': '计算机科学_edited.json', 'seq_num': 2, 'book_name': '深度学习', 'author': 'Ian Goodfellow, Yoshua Bengio, Aaron Courville', 'classify': '人工智能', 'price': 89.99, 'publish_date': '2016-11', 'press': 'MIT Press', 'summary': '这是一本关于深度学习的经典教材，覆盖深度学习的基本原理和应用。'}), Document(page_content="书名：《Web开发权威指南》\n作者：Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates\n分类：Web开发\n价格：69.99\n发布年份：2006-11\n出版社：O'Reilly Media\n简介：这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。", metadata={'source': '计算机科学_edited.json', 'seq_num': 7, 'book_name': 'Web开发权威指南', 'author': 'Eric Freeman, Elisabeth Robson, Kathy Sierra, Bert Bates', 'classify': 'Web开发', 'price': 69.99, 'publish_date': '2006-11', 'press': "O'Reilly Media", 'summary': '这本书全面介绍了 Web 开发的各个方面，包括前端和后端开发技术。'})]}
2023-10-26 17:02:20.379 | INFO     | __main__:ask:8 - reply:  是的，我们有《Python 编程入门》这本书，它是初学者学习 Python 编程的绝佳选择，包含大量示例和练习，逐步引导读者掌握 Python 编程基础。您还可以参考以下书籍：
1. 《深度学习》
2. 《Web开发权威指南》
2023-10-26 17:08:53.557 | INFO     | book_consultant:ask:35 - question: 我想了解一些东方哲学，有什么书可以推荐吗
2023-10-26 17:08:57.185 | INFO     | book_consultant:ask:37 - reply: {'query': '我想了解一些东方哲学，有什么书可以推荐吗', 'result': ' 很抱歉，我们缺少这类书籍，我会记录下来并通知后台补货。货到了可以通知您吗？', 'source_documents': [Document(page_content='书名：《西方哲学史》\n作者：Bertrand Russell\n分类：哲学史\n价格：49.99\n发布年份：2018-04\n出版社：Routledge\n简介：这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。', metadata={'source': '哲学_edited.json', 'seq_num': 1, 'book_name': '西方哲学史', 'author': 'Bertrand Russell', 'classify': '哲学史', 'price': 49.99, 'publish_date': '2018-04', 'press': 'Routledge', 'summary': '这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。'}), Document(page_content='书名：《知识与信仰》\n作者：Alvin Plantinga\n分类：宗教哲学\n价格：31.99\n发布年份：2015-11\n出版社：Oxford University Press\n简介：这本书探讨了知识、信仰和神的存在之间的关系，是神学和哲学的交叉领域研究。', metadata={'source': '哲学_edited.json', 'seq_num': 7, 'book_name': '知识与信仰', 'author': 'Alvin Plantinga', 'classify': '宗教哲学', 'price': 31.99, 'publish_date': '2015-11', 'press': 'Oxford University Press', 'summary': '这本书探讨了知识、信仰和神的存在之间的关系，是神学和哲学的交叉领域研究。'}), Document(page_content='书名：《符号、信仰和神话》\n作者：Mircea Eliade\n分类：宗教哲学\n价格：29.99\n发布年份：1969\n出版社：Harper & Row\n简介：这本书研究了宗教和神话在人类文化中的重要性，以及它们对信仰和意义的影响。', metadata={'source': '哲学_edited.json', 'seq_num': 4, 'book_name': '符号、信仰和神话', 'author': 'Mircea Eliade', 'classify': '宗教哲学', 'price': 29.99, 'publish_date': '1969', 'press': 'Harper & Row', 'summary': '这本书研究了宗教和神话在人类文化中的重要性，以及它们对信仰和意义的影响。'})]}
2023-10-26 17:08:57.187 | INFO     | __main__:ask:8 - reply:  很抱歉，我们缺少这类书籍，我会记录下来并通知后台补货。货到了可以通知您吗？
2023-10-26 17:15:36.451 | INFO     | book_consultant:ask:35 - question: 东周列国志
2023-10-26 17:15:48.841 | INFO     | book_consultant:ask:37 - reply: {'query': '东周列国志', 'result': ' [missing reply]We are missing this type of book, I will record it and inform the backend to replenish it. Can I notify you when the goods arrive?', 'source_documents': [Document(page_content='书名：《朝花夕拾》\n作者：鲁迅\n分类：散文\n价格：18.99\n发布年份：1928\n出版社：人民文学出版社\n简介：这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。', metadata={'source': '中国文学_edited.json', 'seq_num': 6, 'book_name': '朝花夕拾', 'author': '鲁迅', 'classify': '散文', 'price': 18.99, 'publish_date': '1928', 'press': '人民文学出版社', 'summary': '这本散文集包括鲁迅的回忆和散文作品，反映了中国现代文学的发展和变革。'}), Document(page_content='书名：《西方哲学史》\n作者：Bertrand Russell\n分类：哲学史\n价格：49.99\n发布年份：2018-04\n出版社：Routledge\n简介：这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。', metadata={'source': '哲学_edited.json', 'seq_num': 1, 'book_name': '西方哲学史', 'author': 'Bertrand Russell', 'classify': '哲学史', 'price': 49.99, 'publish_date': '2018-04', 'press': 'Routledge', 'summary': '这本书回顾了西方哲学的历史发展，从古希腊哲学到现代哲学思想，涵盖了众多哲学家和哲学流派。'}), Document(page_content='书名：《庐山谣》\n作者：叶嘉莹\n分类：散文\n价格：16.99\n发布年份：1981\n出版社：江苏文艺出版社\n简介：这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。', metadata={'source': '中国文学_edited.json', 'seq_num': 4, 'book_name': '庐山谣', 'author': '叶嘉莹', 'classify': '散文', 'price': 16.99, 'publish_date': '1981', 'press': '江苏文艺出版社', 'summary': '这本散文集展示了作家对庐山的深刻感悟，表达了对自然美的热爱和思考。'})]}
2023-10-26 17:15:48.842 | INFO     | __main__:ask:8 - reply:  [missing reply]We are missing this type of book, I will record it and inform the backend to replenish it. Can I notify you when the goods arrive?
